Tissue,CT,Gene
Immune system,Macrophages,"Itgal,Itgam,Cd14,Fut4,Cd33,Cd80,Cd86,Cd163,Ccr5,Tlr2,Tlr4,Adgre1,Gpr34,Ccl9,Trem2,Fabp4,S100a8,Wfdc17,Cpm,Chit1,F13a1,H2-dma,Cx3cr1,Cxcl16,Tgfbr1,Slamf9,Mgl2,Scimp,Lilra5,Clec4a2,Ccl12,Cd83,C3ar1,Stab1,Mrc1,Parp14,Fgd2,Fcgr1,Rab7b,Rbpj,Slco2b1,Naaa,March1,Egln3,Fgl2,Ccl6,Gpnmb,Clec4d,Adam8,Arl11,Mmp12,Lyve1,Pltp,Vsig4,Ms4a4a,Fpr1,Cd180,Retnla,Gdf15,Rab20,Hfe,Tnf,Ccr2,Snx20,Cd209a,Fmnl1,Gpr132,Slamf7,Nceh1,Ccl24,C5ar1,Cd300a,Cxcl2,Ccl7,Ccl2,Il1b,Irf5,Ahr,Myo1g,Dusp5,Gpr171,Ccr7,Dnase1l3,Cxcl1,Samsn1,Nr4a3,Ccl22,S100a4,Mmp9,Hilpda,Nrp2,Slc37a2,Ctsk,Cd36,Lpcat2,Hpgds,Ifnar2,Ms4a7,Slc11a1,Hpgd,Ccl3,Clec7a,Cd5l,Lilr4b,Ccl5,Cyth4,Clec4n,Cd209f,Cd3e,Cd19,Lyz1,Csf1r,Cd68,Ucp2,Treml4,Fgr,Cybb,Cd200r1,Gata6,H2-ab1,H2-eb1,Il4ra,Itgax,Ly6c1,Pparg,Siglecf,Rgs1,Dab2,P2ry6,Maf,Aif1,Clec10a,Adgre4,Adgre5,Clec4a3,Clec4a1,Slc15a3,Akr1b3,Cyp27a1,Slc7a7,Runx3,Syk"
Immune system,Mast cells,"Kit,Enpp3,Il2ra,Il17a,Crh,Hsd11b1,Cd274,Cxcr2,Cxcr4,Ccr3,Ccr5,Ltc4s,Gpr34,Mgst2,Ache,Cpa3,Cpa1,Cma1,Hnmt,Tpsab1,Ptgds ,Cfp,Rab27b,Atp8b5,Sla,Il1rl1,Csf2rb2,Gnai1,Cfd,Osbpl8,Adora3,Hs3st1,Csf2rb,Dapp1,Slc6a4,Maob,Lilr4b,Csrnp1,Cyp11a1,Rgs1,Mrgprb2,Plek,Mrgprb1,Hdc,Mcpt4,Tpsb2,Tph1,Cd55,Cd200r3,Rgs13,Tpsg1,Socs1,Btk,Il4,Ms4a2,Vwa5a,Fcer1a,Mcemp1,Milr1,Ccl2,Cma2,Creb3l1,Ednra,Hs6st2,Kcne3,Mcpt9,Mrgpra4,Mrgprx2,Olfr920,Plau,Adamts9,Chst1,Cobl,Ctsg,Dnm3,Fam198b,Grik2,Hpgds,Hs3st3a1,Papss2,Pcbd1,Pcp4l1,Rnf128,Serpinb1a,Slc29a1,Slc45a3,Stard13,A4galt,Acer3,Armcx3,Atl2,Bbs10,Bmpr2,C2,Car13,Ccdc141,Ccl7,Cdc42bpa,Cdh9,Copz2,Mcpt2,Zfp9,Zfp521,Zdhhc13,Wdr60,Unc13b,Trank1,Tiam2,Tcf7l1,Stk32b,St6galnac3,Socs2,Spred1,Smpx,Smarca1,Slc7a5,Slc4a4,Slc31a2,Sgce,Ror1,Rnf180,Rbfox1,Rapgef2,Pde1c,Pcdh7,Optn,Olfr918,Olfr917,Olfr915,Oaf,Neo1,Ndst2,Nceh1,Mt2,Mrgprx1,Mlph,Mitf,Lrrc66,Lima1,Krt4,Kdelr3,Ids,Hspa13,Hs2st1,Gp1ba,Gnaz,Fam84a,Fam129b,Ext1,Esyt3,Eno2,Dgki,Ddc,Dclk3"
Immune system,Megakaryocytes,"Itga2b,Gp1ba,Itgb3,Mpl,Lat,Plek,S100a9,S100a8,Pf4,F13a1,Epor,Cxcr4,Gp5,Cxcr1,Cxcr2,Slamf1,Pde6b,Matk,Spon2,Mkl2,Tlr9,Gata1,Fli1,Prox1,Syp,Tspan9,Rgs18,Treml1,Gata2,Vwf,Alox12,Selp,Nfatc1,Plk3,Mafg,Il2ra,Pecam1,Pparg,Il6,Il21r,Lrp1,Ache,Vegfa,Gp9"
Immune system,Monocytes,"Rgs1,Cd7,Tet2,Cd40,Dysf,Cmklr1,Mefv,Hck,Padi4,Ghsr,Itgax,Sele,Tlr4,Ar,Cxcr4,Cd86,Ccr2,Tnfrsf14,Mgmt,Cd14,Cd33,Itgam,Ace,Fut4,Icam1,Sell,Cd163,Fcgr2b,Acp5,Mrc1,Tnf,Plau,Irf7,Plscr1,Mx1,Il1rn,Ifit1,Ido1,Ifit3,Tnfsf10,Cxcl10,S100a9,S100a8,S100a4,Clec7a,Csf3r,Mnda,Lta4h,Clec12a,Cd48,Prtn3,Vcan,Ly6c2,Fn1,Adgre1,Csf1r,Cx3cr1,Itgal,Ly6c1,Ly6g,Pecam1,Spn,Pilra,Nfkbiz,Naaa,Lyn,Ms4a7,Cd68,Ifi30,Lst1,Spi1,Tymp,Fgl2,Lyst,Ccl3,Il1b,Cfp,Cd36"
Immune system,Myeloid-derived suppressor cells,"Itgam,Fut4,Cd33,Ccr2,Icam1,Cd80,Cxcr1,Adgre1,Ly6g,S100a9,S100a4,S100a8"
Immune system,NK cells,"Itgam,Itgax,Cd69,Klrd1,Il2rb,Klrb1,Cd244,Klrk1,Slamf7,Ncr1,Klra1,Slamf6,Kit,Cd27,Klrc1,Nkg7,Gzmm,Ctsw,Hmbox1,Fasl,Ahr,Prf1,Ccl4,Sema6d,Fhl2,Cd2,Cd7,Cd3g,Cd33,Dpp4,Lat,Pcdh15,Ccl5,Gzma,Gzmb,Klre1,Klra4,Cma1,Klrb1c,Dusp2,Txk,Klra8,Dok2,Cst7,Klra7,Klra9,Hsd11b1,Klrc2,Klrb1b,Samd3,Klrb1a,Tbx21,Klrb1f,Chsy1,Trdc,Cxcr4,Il18r1,Klra3,Serpinb9,Dock2,Sh2d2a,Ms4a4b,S100a4,Xcl1,Gzmk,Ifng,Ccl3,Csf2,Il2rg,Ctla2a,Kir3dl1,Klra5,Klrg1,Adamts14,Klra10,Itga2,Serpinb9b,Styk1,Car5b,Clec2d,Cd247,Zbtb16,Spon2,Hopx,Cd8a"
Immune system,Natural killer T cells,"Il12rb2,Il17ra,Il12rb1,Klrb1,Rora,Itgb2,Map3k8,Nr4a1,Gzmb,Tnfrsf8,Prf1,Il2rb,Zbtb16,Tbx21,Gata3,S1pr1,Styk1,Tcf7,Slamf7,Zfp683,Cxcr4"
Immune system,Neutrophils,"Mme,Itgam,Itgax,Cd14,Fut4,Pecam1,Cd33,Sell,C5ar1,Cxcr1,Cxcr2,Tlr2,Mylk,S100a9,Mpo,Ccl6,Ceacam1,Crp,Lcn2,Defa2,Defa3,Ltf,Elane,S100a8,Retnlg,Il1b,Ngp,Cxcl2,Hp,Ccl3,Ccl9,Hdc,Mmp8,Stfa2l1,Lrg1,Osm,Mmp9,Pilra,Clec4d,Clec4e,Trem3,Asprv1,Ccrl2,Ccr1,Ncf1,Ly6g,Trem1,Sorl1,Arg2,Bst1,Mrgpra2b,Il1r2,Cfp,Adam8,Cd177,Ptgs2,Oas3,Prtn3,Ctsg,Camp,Car1,Slc1a5,Chil3,Snx20,Adpgk,Pstpip1,Lyst,Dock8,S100a4,Nlrp3,Csf3r"
Immune system,Nuocytes,"Icos,Il1rl1,Rora,Il17rb,Il7r,Crlf2,Arg1,Gata3,Ptgds,Bcl11b,Il5,Il13"
Immune system,Plasma cells,"Sdc1,Irf4,Cd38,Prdm1,Cd93,Cd27,Enpp1,Ms4a4a,Pias1,Diablo,Htra2,Ms4a1,Cd19,Cd40,Cxcr4,Gzmb,Tnfrsf17,Tnfrsf13b,Fcgr2b,Ccr10,Abcb9,Ampd1,Angpt4,Cd79a,Dennd5b,Eaf2,Gng7,Gpr25,Hist1h2ae,Hist1h2bg,Ighd,Ighe,Ighm,Igkc,Kcna3,Kcng2,Lime1,Manea,Mast1,Mroh7,Mzb1,P2rx5,Pax7,Pdk1,Pnoc,Rasgrp3,Rgs13,Sik1,Spag4,St6galnac4,Tgm5,Tmem156,Zbp1,Iglc2,Ighg1,Ighg3,Iglc3,Jchain,Il16,Bhlha15,Ppib"
Immune system,Plasmacytoid dendritic cells,"Cd4,Cd8a,Cd40,Cd80,Cd83,Cd86,Il3ra,Ccr7,Cxcr3,Tradd,Arhgap9,Lamp5,Gpr183,Map3k2,Tnfsf13b,Ptcra,Ern1,Etv6,Map3k8,Fam129c,Spib,Gzmb,Cxcr4,Pacsin1,Tlr7,Tlr9,Irf7,Irf8,Igll1,Cux2,Zfp521,Mctp2,Klk1,Cmah,Blnk,Grm8,Prkca,Cdh1,Klra17,Il17rb,Card6,Clec4g,S100a8,Jchain,Serpinf1,Mzb1,Derl3,Zfat,Nrp1,Slc15a4,Ccr9,Irf5"
Immune system,Red pulp macrophages,"Hmox1,Treml4,Cd86,Nr1h3,Slc11a1,Adgre1,Mertk,Ccr3,Spic,Slc40a1,Vcam1,Siglec1"
Immune system,T cells,"Cd3d,Cd3g,Cd3e,Hopx,Ccl3,Ccl4,Syt3,Notch3,Sema6d,Dkk3,Ifit3,Cerk,Ccl6,Pmch,Cd4,Ltb,Gimap3,Cxcr6,Il7r,Satb1,Lef1,Itk,Trbc2,Ptprcap,Gem,Cd7,Maff,Tgif1,Rora,Tnfaip3,Crem,Pxdc1,Nabp1,Fam110a,Trac,Cd69,Cxcr4,H2-q7,Trbc1,Sept1,Bcl2,Cytl1,Cd2,Ctsw,Ptpn22,Txk,Gdpd3,Traf1,Il2ra,Batf3,Lag3,Cd8b1,Gzmk,Gzmb,Sh2d1a,Myo1g,Fmnl1,S1pr4,Cd247,Ms4a4c,Gimap5,Cd28,Cd160,Tcrg-c1,Trdc,H2-t3,Rhoh,Klrb1,Ccr2,Il2rb,Cd163l1,Trdv4,Mbd2,Icos,Il18r1,Tnfrsf4,Ccl20,Clec2d,Cd8a,Cd6,S100a4,Ccl5,Lck,Thy1,Lat,Skap1,Tcf7,Ccr7,Myb,Gzma,Dusp2,Ifng,Braf"
Immune system,T cytotoxic cells,"Cd2,Cd27,Cd28,Cd5,Cd69,Cd8a,Gzmb,Trac"
Immune system,T follicular helper cells,"Bcl6,Cd3d,Cd4,Cd84,Slamf1,Cd40lg,Cxcr5,Tnfsf4,Icos,Pdcd1,P2rx7"
Immune system,T helper cells,"Ifng,Il2,Tbx21,Dpp4,Klrd1,Cxcr3,Ccr1,Ccr5,Tnfsf11,Havcr2,Il18r1,Ltbr,Tnf,Lta,Gata3,Csf2,Il4,Il5,Il6,Il10,Il13,Ccr8,Cxcr4,Ccr3,Ccr7,Icos,Ptgdr2,Havcr1,Il1r2,Irf4,Stat6,Il17a,Il17f,Il21,Il22,Rora,Rorc,Cd38,Klrb1,Ahr,Ccr10,Cd3d,Cd4,Ccr4,Ccr6,Il9,Cd2,Cd28,Cd5,Il1rl1,Foxp3,Cd3g,Tnfrsf4,Il4ra,Cd40lg,Il17rb,Hpgds,Nfatc2,Nfkb1,Nr3c1,Pparg"
Immune system,T memory cells,"Sell,Ccr7,Cd4,Ccr5,Cd69,Itgb5,Bcl2,Grap2,Tbc1d10c,Cytip,Kpna4,Cd247,Epsti1,Apbb1ip,Cd27,Rhoh,Gimap1,Acp5,Ikzf1,Sp100,Dgka,Il7r,Itgb7,Nkg7,Cd28,H2-t23,Gimap3,H2-q7,Bin2,Rapgef6,Arhgef1,Mir142hg,S100a9,Slfn2,Arhgap15,Cd3e,Skap1,Gimap4,Cd2,Lat,Ms4a6b,Tcf7,Lef1,Sept1,Arhgap45,Satb1,Ptprcap,S100a8,Ltb,Lck,Trbc1,Trac,Cd3g,Cd3d,Ms4a4b,Trbc2,Cd7,Cxcr6,Icos,Ccr6,Itgae,Enpp1"
Immune system,T regulatory cells,"Foxp3,Ikzf2,Cd4,Il2ra,Entpd1,Sell,Nt5e,Itgae,Tnfrsf4,Ctla4,Ccr4,Lag3,Izumo1r,Cngb1,Tnfrsf18,Maf,Il10,Il1r1,Itgb8,Lrrc32,Folr1"
Kidney,Distal tubule cells,"Cldn8,Slc12a3,Umod,Jag1,Calb1,Pvalb,Pgam2,Wnk4,Sgms2,Slc16a7,Lhx1,Abca13,Hoxb5os,Emx1,Trpm6,Cwh43,Trpm7,Uroc1,Tfrc,Lhx1os,Tsc22d2,Larp1b,Clcnkb,Klhl3,Klk1,Kcnj1,Hoxd8,Kl,Egf,Tmem213,Kng2,Tmem52b,Wfdc15b,Defb1,Fxyd2,Usmg5,Trhde,Kap,Acsm2,Kcnj16,Rhcg,Sostdc1,Scnn1a,Vdr,Slc8a1,Aqp2,Avpr2"
Kidney,Intercalated cells,"Foxi1,Slc26a11,Clcnkb,Slc4a1,Slc26a4,Atp6v1b1,Slc4a8,Aqp6,Atp6v1c2,Atp6v1g3,Atp6v0d2,Oxgr1,Rhcg,Tmem213,Egf,Fxyd2,Avpr1a,Clcnka,Rhbg,Dmrt2,P2ry14,Ap1s3,Insrr,Jag1,Adgrf5"
Kidney,Juxtaglomerular cells,"Trpv4,Th,Ren1,Akr1b7,Acta2,Myh11,Cnn1"
Kidney,Kidney progenitor cells,"Osr1,Pax2,Eya1,Wt1,Six2,Sall1,Cited1"
Kidney,Loop of Henle cells,"Cldn16,Cldn8,Umod,Fabp4,Aqp1,Cldn10,Cldn19,Slc12a1,Defb1,Clcnka,Trpm7,Cdh6,Lcn2,Dkk1,Dach1,Slc12a3,Slc11a2,Arvcf,Rgs5,Cox4i2,Cyp4b1,Parvb,Sh3rf2,Hey2,Nkain4,Adamts5,Cxcl1,Gem,Fga,Pla2g7,Thbs1,Enc1,Spsb1,Arid5a,Cd40,Slc14a2,Nrgn,Rnf182,Pcsk9,Dram1,Arc,Nek6,Cdkn1c,Calcrl,Smarcd3,Kcnt1,Ptgs2,Irx2,Ppp1r1b,Lipg,Tnni1,Lrrc66,Igf1"
Kidney,Mesangial cells,"Pdgfb,Pdgfrb,Acta2,Tns1,Sfrp2,Ecm1,Angpt2,Fgf1,Ctgf,Plau,Gata3,Lef1,Mrc1,Pml,Ogt,Noct,Ncoa2,Per3,Pla2r1,Trip4,Amotl2,Lats2,Yap1,Lrp5,Mib1,Nostrin,Adamtsl4,Emilin1,Itga8,Dyrk1a,Arid5b,Ccr7,Fn1,Pawr,Tbx18,Tek,Thy1,Myl9,Tpm2,Hopx,Nr4a2,Actn1,Akap12,Rasd1,Sncg,Filip1l,Pde3a,Map3k20"
Kidney,Podocytes,"Podxl,Adamts13,Lcn2,Vegfa,Slc2a4,Nlrp3,Synpo,Nphs1,Nphs2,Lama3,Foxc2,Wt1,Cd80,Des,Ptpro,Lmx1b,Myoc,Cdh13,Sema3g,Thsd7a,Mafb,Enpep,Clic5,Rab3b,Dpp4,Angptl2,Itgb5,Rhpn1,Bcam,Magi2,Col4a3,Efnb1,Npr1,Plod2,Srgap1,Lamb2,Npr3,Itga3,Plce1,Pros1,Mertk,Myo1d,Tcf21,Tns2,Adm,Optn,Pard3b,Sema3e,Myo1e,Nebl,Sh2d4a,Tdrd5,Pth1r,Iqgap2,Ctgf,Fat1,Ildr2,Foxd1,Trib2,Loxl2,Col4a5,Foxc1,Plekhh2,Ctnnal1,Dach1,Sulf1,Hspb8,Kank1,Adcy1,Dock5,Crb2,Lrrc49,Coro2b,Arhgap24,Gprc5a,Col4a4,Aif1l,Met,Epb41l5,Dock1,Ajuba,Cd2ap,Golim4,Zbtb8a,Wsb2,Emc2,Ehd4,Zfp91,Cdkn1c"
Kidney,Principal cells,"Aqp2,Scnn1a,Aqp3,Kcnj1,Avpr2,Scnn1g,Hsd11b2,Fxyd4,Apela,Npnt,Scnn1b,Kcne1,Cdh16,Adgrg1,Tspan8,Cdo1,Tmem45b,Tacstd2,Pdzk1ip1,L1cam,Cldn4,Tbck,Tmem229a,Gstt1,Gprc5b,Tmem178,Phactr1,Celsr2,Fzd7,Slc2a9,Rnf186,Trpv5,Stc1,Peli2,Klk1,Acer2,Aqp4,Fzd1,Gata3,Ptges,Tspan1,Nr3c2"
Kidney,Proximal tubule cells,"Aqp1,Cldn2,Dpp4,Enpep,Slc36a2,Slc5a1,Slc6a18,Slc6a19,Slc6a20b,Slc5a2,Lrp2,Pdzk1,Miox,Slc34a1,Ttc36,Ass1,Pck1,Fut9,Khk,Slc4a4,Glyat,Fbp1,Slc22a6,Slc22a12,Slc47a1,Nox4,Slc17a1,Slc13a3,Cyp2e1,Slc22a8,Folr1,Slc7a13,Ak4,Slc5a8,Slc22a1,Ghr,Upb1,Slc17a3,Gcdh,Gstz1,Asl,Fah,Slco1a6,Eci3,Tmem106a,Gsta2,Cryl1,Slc5a12,Kap,Aoah,Slc13a1,Abcc2,Pkhd1,Slc9a8,Slc22a19,Scin,Alpl,G6pc,Keg1,Slc22a13,Slc22a7,Slc16a9,Agxt2,Sord,Sod3,Hnf4a,Nme4,Hgd,Osgin1,Hsd11b1,Serpinf2,Haao,Tff3,Gng13,Slc23a3,Gc,Cacng5,Tgfbi,Rbp4,Napsa"
Kidney,Transient cells,"Slc26a4,Car12,Rhbg,Hepacam2,Insrr,Clcnkb,Col18a1,Slc43a2,Tmem117,Parm1,St14,Enpp5,Gclc,Syt7,Itgav,Tmem50b,Ctnnb1,Aco2,Smpd1,Ogdh,Sec23b,Cdc42bpb,Pip4k2c"
Liver,Cholangiocytes,"Sstr2,Slc4a2,Sctr,Krt7,Kcnn2,Itgb4,Ggt6,Cftr,Cckbr,Aqp4,Aqp1,Pigr,Ggt1,Jag1,Gpbar1,Ggt7,Krt19,Onecut2,Alpl,Hnf1b,Alb,Agr2,Muc3,Tff3,Tff1,Sox9,Cldn4,Mmp7,Tff2,Scgb3a1,Fxyd2,Defb1,Lcn2,Cxcl1,Lgals2,Tacstd2,Elf3,Spp1,Muc5b,Lgals4"
Liver,Hepatic stellate cells,"Adamts13,Cygb,Pparg,Pdgfra,Rgs5,Ppara,Foxf1,Alb,Nr1h4,Ctgf,Sema7a,Pnpla3,Wt1,Fgf10,Gfap,Ngfr,Vegfa,Acta2,Myb,Des,Fap,Slc8a1,Reln,Syp,Vcl,Timp1,Col1a1,Tagln,Col1a2,Col3a1,Dcn,Myl9,Tpm2,Bgn,Igfbp3,Olfml3,Igfbp6,Ccl2,Colec11,Hgf"
Liver,Hepatoblasts,"Afp,Alb,Cebpa,Krt14,Dlk1,Cdh1,Foxm1,Ggt1,Hnf4a,Prox1,Map2k4,Smad5,Hnf1b,Hhex,Met"
Liver,Hepatocytes,"Fosl1,Eppk1,Ucp2,Gck,Lrp5,Slc10a1,Nos2,Atp7b,Hnf4a,Gjb2,Fgfr4,Prox1,Crp,Slc2a2,Tfr2,Kif13b,Lipc,Vdr,Asgr1,Arg1,Afp,Alb,G6pc,Otc,Ugt1a1,Zhx2,Hhex,Foxa3,Foxa2,Foxa1,Cyp7a1,Cyp2e1,Cyp1a2,Cebpa,Cdh1,Gpc3,Ahr,Cyp1a1,Nr1i3,Cps1,Gls2,Pck1,Fcna,Tat,Wt1,Prrg4,Sult1a1,Apoh,Ctnnb1,Abcc3,Fgb,Aqp3,Plscr1,Fga,Apob,Ang,Anxa13,Sat2,Sfrp5,A1cf,Apoa1,Bnip3,Fgl1,Pah,Serpina6,Apoa2,Azgp1,Fgg,Apoc3,Defb1,Tm4sf4,Gc,Ambp,Orm1,Ttr,Serpina1c,Gulo,Cyp2f2,Hal,Ass1,Acss2,Tm7sf2,Sec16b,Slbp,Rnd3,Bche,Ghr,Aldh6a1,Masp2,Hamp,Acly,Asl,Mup3,Tmem97,Cp,Slpi,Tm4sf5,Lepr,Rcan1,Ar,Plin1,Rpp25l,Hsd11b1,Apom,Tkfc,G0s2,Pon3,Ttc36,Golt1a,Fst,Mcc,Aqp9,Gsta2,Nnt,Saa4,Apoa5,Entpd5,C4b,Eid2,Atic,Samd5,Grb14,Abcd3,Epb41l4b,Gpat4,Sdc2,Acadm"
Liver,Kupffer cells,"Tnf,Mpo,Vsig4,Prok2,Stard5,Msr1,Tlr9,Ppara,Trem1,Slc11a1,Tlr4,Mmp13,Cd14,Vdr,Chit1,Osm,Ppard,Clec4f,Adgre1,Il1b,Slc40a1,Fcna,Timd4,Mnda,Slc15a3,Dnase1l3,Marco,Ear2,Hfe,Cd38,Adgre4,Cd163,Ccr5,Clec1b,Siglecf,Clec4g,Gpihbp1,Folr2,Pltp,Irf7,Spic,Csf1r,C1qc,C1qa,C1qb,Clec4e"
Lungs,Airway epithelial cells,"Aqp1,Adh7,Cdh1,Sec14l3"
Lungs,Airway goblet cells,"Muc5b,Muc16,Ltf,Scgb3a1,Dcpp1,Dmbt1,Wfdc18,Dcpp3,Lipf,Dcpp2,Msln,Agr2,Gp2,Pigr,Tff2,Aqp5,Cbr2,Qsox1,Fxyd3,Sec23b,Ceacam1,Golph3,Ggh,Galnt5,Galnt6,Muc5ac,Muc4,Muc20,Spdef,Dusp4"
Lungs,Alveolar macrophages,"Chil3,Plet1,Il1b,Wfdc21,Bglap3,Ccl3,G0s2,Cxcl2,Mcemp1,Klhdc4,Bcl2a1d,Gda,Clec7a,Bcl2a1b,Itgax,Tnfaip2,Cd36,Gal,Car4,Ear2,Tlr2,Gpnmb,Mrc1,Lyz1,Marco,Csf2rb,Mpp1,Trim25,Ear1,Olr1,S100a4,Gngt2,Siglecf"
Lungs,Ciliated cells,"Sec14l3,Ccdc153,Dynlt1c,Fam161a,Tmem212,Usmg5,Ccdc181,Ces1d,Foxj1,Ccdc17,Ccdc39,Fam177a,Odf3b,Cyp2s1,Lrrc23,Scgb1a1,Appl2"
Lungs,Clara cells,"Syt2,Cyp2e1,Scgb1a1,Foxm1,Cyp2f2,Ctse,Muc5b,Scgb3a2,Sftpc,Muc1,Cyp4b1,Aldh1a1,Bpifa1,Scgb3a1,Muc4,Ahr,Mmp28,Lepr,Ern1,Sftpa1,Carm1,Cyp2b10,Rab3d,Sftpd"
Lungs,Ionocytes,"Foxi1,Cftr,Ascl3,Cyp2f2,Scgb1a1,Foxn4,Tfcp2l1,Slc12a2,Clcnkb,Kcnma1,Slc9a4,Slc9a7"
Lungs,Pulmonary alveolar type I cells,"Mmp11,Icam1,Ctgf,Sema3b,Gramd2,Scnn1b,Sema3e,Scnn1g,Scnn1a,Col4a4,Cyp4b1,Rtkn2,Clic5,Cyp2b10,Akap5,Gprc5a,Sec14l3,Col4a3,Cldn18,Ager,Hopx,Aqp5,Emp2,Vegfa,Krt7,Igfbp6,Pxdc1,Aqp3,Crlf1,Egfl6,Fstl3,Mex3b,Radil,Smarca1,P2rx7,Pdpn"
Lungs,Pulmonary alveolar type II cells,"Irx1,Egfl6,Cebpa,Nkx2-1,Muc1,Cldn18,Ager,Lamp3,Sfta2,Sftpd,Slc34a2,Cxcl15,Sftpb,Sftpa1,Sftpc,Sdc1,Adgrf5,Abcd3,Soat1,Etv5,Cd36,Lpcat1,Napsa,Cbr2,Abca3,Scd1,S100g,Lyz1,Pgc,Cxcr2,Cxcl2,Runx3,Ctnnd1,Cd59a,Ppp1r14c,Ddx3y,Pigr,H2-q6,Ly6i,Wfdc17,Lrg1,Nrn1,Ppbp,Il1b,Inmt,Crlf1"
