Tissue,CT,Gene
Mammary gland,Luminal epithelial cells,"Fgfr2,Fgg,Slpi,Prom1,Krt19,Sytl2,Agr2,Ltf,Saa2,Krt23,Wfdc2,Lcn2,Cldn4,Hmga1,Stc2,Areg,Tnfsf10,Pip,Atp7b,Hif1a,Fgfr4,Ddr1,Pgr,Uxt,Pth1r,Ar,Aqp3,Atp2c2,Wnt5a,Slc12a2,Esr1,Aqp5,Runx1,Cdh1,Muc1,Anpep"
Mammary gland,Mammary epithelial cells,"Csn2,Csn1s2a,Btn1a1,Btn2a2,Mmp14,Tox3,Cdh1,Ffar1,Pygo2,Serpinb5,Runx2,Wap,Cited1,Irf6,Sult1e1,Krt14,Kdm3a,Slc30a2,Padi2,Cldn1,Abcg2,Pip,Krt5,Prlr,Cldn4,Csn3,Csn1s1,Rarres1,Krt17,Nnmt,Aldh1a3,Sgms2,Piezo1,Ano1,Wnt5b,Nedd9,Foxp4,Lsr,Lif,Krt19,Krt7,Stat3,Wfdc18"
Olfactory system,Olfactory epithelial cells,"Ano2,Rarg,Lrrc45,Rab3b,Kcnc4,Manea,Pacrg,Pde1c,Gadl1,Tstd1,Ttc21a,Kcna5,Acsm4,Cldn9,Dusp8,Ttll3,Abhd3,Kif9,Ccpg1os,Clstn2,Meig1,Endod1,Ttc9,Ppp1r14c,Retreg1,Wdfy1,Casp6,Fgf12,Traf3ip1,Rnf128,Lman2l,Ift74,B9d1,Wdr54,Tollip,Ormdl3,Dnajb14,Scn4b,Nrg1,Mapk8ip2,Ebf3,Mapk15,Cnga4,Kif1bp,Eml2,Riiad1,Ccdc184,Macrod1,Rnf220,Cers5,Rnf121,Lingo1,Borcs7,Elmod3,Klhl5,Cwc22,Trim66,Carns1,Tmem107,Cnppd1,Ngrn,Efna5,Oscp1,Pcolce2,Ric8b,Siah2,Cbx4,Cyb561,Spa17,Nat14,Nxnl2,Ttc5,Slc16a11,Lrriq1,Arl6,Spef2,Mapkap1,Fam131c,Fam81a,Sh3glb2,Mlf1,Fam92b,Pkib,Pde4a,Fetub,Ebf2,Ccdc28b,Nqo1,Dusp14,Gramd1c,Rtp2,Sgpl1,Golga7b,Cfap126,Cacnb3,Ift43,Acsl6,Spock1,Clgn,Efcab10,Homer2,Ckmt1,Mycbp,Rd3,Hist2h2be,Scn9a,Abhd16a,Impdh1,Cmip,Tesc,Ctxn3,S100a5,Rsph1,Faim,Them6,Cnga2,Cntn4,Efna3,Rtp1,Dcdc2a,Ak1,Flrt1,Jakmip1,Tmem74bos,Calb2,Sult1d1,Gng13,Acbd7,Fstl5,Gnal,Gfy,Atf5,Stom,Cartpt,Stoml3,Omp"
Oral cavity,Salivary mucous cells,"Smgc,Scgb2b27,Scgb1b27,Scgb2b26,Mucl2,Krt14,Prol1,Pip,Mucl1,Cnn1,Thbs1,Car6,Myh11,Krt17"
Pancreas,Acinar cells,"Ctrb1,Klk1,Rbpjl,Ptf1a,Try4,Cela3a,Prss1,Amy2a2,Spink1,Zg16,Cel,Cela2a,Amy2a3,Cpb1,Cela1,Amy2a5,Rnase1,Amy2b,Cpa2,Cpa1,Cela3b,Pnlip,Pla2g1b,Prss2,Clps,Sycn,Pnliprp1,Ctrc,Reg3a,Prss3,Cfb,Gdf15,Muc1,Duoxa2,Olfm4,Gsta1,Lgals2,Pdzk1ip1,Rarres2,Cxcl17,Ubd,Gsta2,Anpep,Angptl4,Aldob"
Pancreas,Alpha cells,"Gcg,Ttr,Glp1r,Arx,Pou3f4,Nkx2-2,Resp18,Pyy,Pcsk2,Slc38a5,Tm4sf4,Cryba2,Nkx6-1,Kcnk16,Pcsk1,Prrg2,Irx2,Aldh1a1,Pemt,Chga,Smim24,F10,Scgn,Slc30a8,Sh3gl2,Fap,Dpp4,Gpr119,Mafb,Pax6,Neurod1,Loxl4,Plce1,Gc,Klhl41,Fev,Ptger3,Rfx6,Smarca1,Pgr,Ldb2,Irx1,Ucp2,Rgs4,Gls"
Pancreas,Beta cells,"Gcgr,Jph3,Cd40,Hamp,Ezh1,Ntrk1,Pdx1,Slc2a2,Nkx6-2,Ins1,Ins2,Fxyd2,Npy,Rims1,Mafa,Efna5,Lmx1a,Nkx2-2,Nkx6-1,Pax4,Iapp,Pcsk2,G6pc2,Slc30a8,Ero1lb,Pcsk1,Gjd2,Scgn,Igf2,Syt13,Ffar2,Nptx2,Pfkfb2,Edaradd,Hopx,Sh3gl2,Adcyap1,Casr,Mafb,Pax6,Neurod1,Isl1,Tgfbr3,Smad9,Six3,Six2,Bmp5,Pir,Stxbp5,Dlk1,Rgs16"
Pancreas,Delta cells,"Pdx1,Ffar4,Sst,Pcsk9,Rbp4,Pax4,Resp18,Hhex,Isl1,Scgn,Kcnk16,Iapp,Fxyd2,Nptx2,Ucp2,Lepr,Baiap3,Casr,Bche,Gabrb3,Unc5b,Edn3,Prg4,Ghsr,Frzb,Pcsk1,Gabrg2,Pou3f1,Bhlhe41,Ehf,Lcorl,Etv1"
Pancreas,Ductal cells,"Cftr,Hnf1b,Krt20,Muc1,Onecut1,Ambp,Hhex,Anxa4,Spp1,Pdx1,Cfb,Gdf15,Mmp7,Defb1,Serping1,Tspan8,Cldn10,Slpi,Serpina5,Pigr,Cldn1,Lgals4,Perp,Pdlim3,Wfdc2,Slc3a1,Aqp1,Aldh1a3,Vtcn1,Krt19,Tff1,Tff2,Krt7,Cldn4,Lamb3,Tacstd2,Ccl2,Cxcl2"
Pancreas,Epsilon cells,"Ghrl,Anxa13,Phgr1,Bmp4,Hmgcs2,Tm4sf5,Olfml3,Asgr1,Cox6a2,Npy1r,Slc7a9,Gramd2,Bhmt,Oprk1,Ptger4,Itga4,Eya4,Xylb,Elovl2,Aff3,Corin,Myo1a,Hrh2,Calcr,Slc6a16,Pcsk6,Adamts6,Col22a1,Fam124a,Col12a1,Cd109,Thsd4,Arx,Nkx2-2,Acsl1,Frzb,Ms4a8a,Vtn,Apoh,Spink1,Vstm2l,Sptssb"
Pancreas,Gamma (PP) cells,"Ppy,Scgn,Fxyd2,Cmtm8,Arx,Etv1,Pxk,Sertm1,Slitrk6,Sema3e,Apobec2,Abcc9,Neurod1,Pax6,Isl1,Cartpt,Thsd7a,Aqp3,Entpd2,Ptgfr,Chn2,Egr3,Lmo3,Meis1,Fgb"
Pancreas,Pancreatic progenitor cells,"Onecut1,Pdx1,Ptf1a,Cxcr4,Isl1,Nkx2-2,Epas1,Arx,Neurog3,Sox9,Ctnnb1,Yap1,Rgs16,Mfng"
Pancreas,Pancreatic stellate cells,"Timp1,Rgs5,Spon2,Gem,Dynlt1,Pdgfrb,Krt10,Cygb,Ctgf,Mmp14,Ndufa4l2,Pdgfra,Inhba,Col6a1,Mmp11,Fn1,Col6a2,Mgp,Col3a1,Col1a1,Tnfaip6,Col1a2,Sfrp2,Col6a3,Thy1"
Pancreas,Peri-islet Schwann cells,"Mpz,Egfl8,Gfra1,Olfml2a,Gulp1,Slitrk6,Vgll3,Gfra3,Insc,Slitrk2,Fign,Lrrtm1,Sema3b,Ngfr,Pnliprp1,Gfra2"
Parathyroid glands,Oxyphil cells,"Slc2a4,Gcm2"
Parathyroid glands,Parathyroid chief cells,"Kl,Casr,Vdr,Fgfr1,Cyp27b1,Lrp2,Pth"
Placenta,Undefined placental cells,"Batf3,Dio3,Dkkl1,Dusp9,Fthl17a,H19,Las1l,Ldoc1,Mbnl3,Phlda2,Prl3b1,Prss8,Rhox5,Rhox6,Rhox9,Sct,Serpinb9e,Serpinb9g,Tex19.1,Tfrc,Tpbpa,Krt23"
Reproductive,Decidual cells,"Xcl1,Igfbp1,Ctsw,Trdc,Klrc1,Prl,Cst7,Areg"
Reproductive,Germ cells,"Egfr,Pou5f1,Tfap2c,Dazl,Magea4,Ddx4,Zar1,Tex101,Prm1,Tnp2,Fabp9,Odf2,Crisp2,Tcp11,Ggnbp1,Phf7,Creb5,Cetn4,Slfnl1,Cox7b2,Kif2b,Ccdc30,Lrrc57,Fam209,Bcl2l14,Aqp11,Adam3,Tex35,Spink2,Tssk3,Creb3l4,Tsacc,Spata46,Tsga8,Tekt1,Morn5,Tmco5,Otub2,Tssk1,Tsks,Prdx6b,H2afb1,Atl3,Dmrtb1,Wbscr25,Tmco2,Tuba3a,Fhl5,Ms4a5,Cst8,Tmem247,Galntl5,Osbp2,March11,Tex33,Spata20,Tuba3b,Cdrt4,Spata18,Lrrc18,Scp2d1,Iqcf1,Pgk2,Tulp2,Cmtm2a,Ccdc54,Akap4,Gtsf1,Ppp3r2,Tppp2,Gstt4,Lelp1,Nupr1l,Spert,Cmtm2b,Catsperz,Mael,Pgam2,Tmem53,Actrt2,Ropn1,Rnf151,Iqcf3,Cabs1,Ccdc91,Spata3,Lrrc46,Pdcl2,H1fnt,Tssk6,Cox8c,Cetn1,Spata19,Tssk2,Znrf4,Cypt4,Spata24,Spata4,Fam71e1,Fam229a,Cypt12,Hils1,Hrasls5,Gapdhs,Fhl4,Hspb9,Spata33,Spz1,Irgc1,Prm3,Rbakdn,Dnajb3,Hmgb4,Ropn1l,Gsg1,Dbil5,Tnp1,Smcp,Ldhc,Prm2,Dnaaf1,Acyp1,Sord,Dkkl1,Rsph1,Cox6b2,Mlf1,Smim24,Spa17,Meig1,Fkbp6,Taf7l,Tex19.1,Sycp1,Sohlh1,Slc25a31,Phf13,Egr4,Smc1b,Tex15,Mov10l1,Trap1a,Wdr5,Dmrt1,Stra8,Zmynd19,Mdn1,Piwil2,Cyct,Nr6a1,Rsbn1l,Dynlt1,Parn,Mki67,Chek1,Brca1,Dmc1,Mlh3,Spag6,Zpbp2,Dnah6,Camk4,Crem,Myo1d,Hook1"
Reproductive,Granulosa cells,"Amh,Mcam,Kitl,Bok,Adamts1,Lox,Fhl1,Inha,Hsd3b1,Akr1cl,Htra1,Gapdh,Tnni3,Hsd17b1,Hjurp,Fshr,Foxl2,Cyp19a1"
Reproductive,Leydig cells,"Hsd11b2,Mafb,Aldh1a1,Slc9a8,Kiss1,Pde8a,Lep,Cxcl10,Ptch1,Gata4,Acsbg1,Inha,Hsd3b1,Dhcr7,Calb2,Cyp17a1,Cyp11a1,Igf1,Insl3,Nr5a2,Lhcgr,Mlana,Rln1,Rln3,Tac1,Star,Thbs2,Ptgds,Lcn2,Hsd17b3,Ass1,Prlr,Ren1,Akr1cl,Cyp26b1,Igf2,Igfbp5,Cfd,Dlk1,Igfbp3,Inhba,Vit,Aldh1a3,Nos1,Ednra,Smoc2,Adam21,Esrrg,Gprc6a,Sult1e1,Cyp19a1,Plaur,Fabp9"
Reproductive,Luteal cells,"Akt1,Lhcgr,Hsd3b1,Cyp11a1,Ephx2,Sfrp4,Plin5,Bhmt,Pgam1,Chka,Adamts1,Slc16a2,Pmpcb,Sdc1,Bcat1,Rora,Aif1l,Dhcr7,Epdr1,Avpi1,Gamt,Prlr,Tmem86a,Cited4,Dynlt1a,Gapdh,Fkbp5,Me1"
Reproductive,Peritubular myoid cells,"Sat2,Lamc3,Apoa1,Mylip,Tmem98,Cyp1b1,Kcnmb1,Rarres2,Gstm3,Rnase1,Cilp,Rasd1,Aldh1a3,Ints6,Ephx1,Osr2,C7,Col15a1,Lamb2,Myh11,Tpm2,Myl9,Wnt2b"
Reproductive,Sertoli cells,"Amh,Inhbb,Shbg,Gata1,Gata4,Dhh,Ar,Gdnf,Mafb,Gamt,Meig1,Kitl,Hes5,Ccl9,Nf2,Inha,Des,Fas,Wt1,Aard,Cst12,Defb19,Cst9,Rhox8,Gstm6,Etd,Tmem184a,Wnt6,Mro,Hsd17b3,Amhr2,Sema5b,Scx,Hsd17b1,Tsx,Stim1,Ankrd7,Phf7,Cxcl12,Star,Wfdc2,Prnd,Hspbap1,Nxf3,Gba2,Padi2,Abcg8,Diaph2,Pfkfb3,Msi1,Notch2,Gata6,Cldn11,Ocln,Serpina3n,Serpinb9,Serping1,Cd55,Cd46,Fshr,Rxrb,Prlr,Slc16a3,Eps8,Nr1h2,Bcar3,Sox9"
Reproductive,Spermatocytes,"Capn1,Jakmip1,Smcp,Gkap1,Spata33,Notch3,Pgk2,Acr,Sycp1,Sycp2,Sycp3,Txndc8,Tex101,Cd46,Inhbb,Prm1,Prm2,Igf2,Tnp1,Osr2"
Reproductive,Spermatozoa,"Abhd2,Hvcn1,Gpr55,Abca1,Slc31a1,Ldhc,Prkaa2,Hspa2,Odf1"
Skeletal muscle,Myoblasts,"Myog,Lif,Ngf,Igf2,Angpt2,Ache,Adam12,Tpm2,Eno3,Des,Cdh15,Capn1,Myf6,Myf5,Myod1,Pax3,Pax7,Tbx3,Ttn,Musk,Flnc,Fgfr4,Stk40,Cxcl1,Tnfrsf12a,Arl4d,Ccl2,Myd88,Braf,Egfr,Zbtb16,Six1,Pdzrn3"
Skeletal muscle,Myocytes,"Actc1,Fhl2,Acta1,Tnni1,Tnni2,Tnnt1,Tnnt3,Tnnc1,Tnnc2,Actn2,Actn3,Ankrd1,Ankrd2,Capza3,Clock,Des,Dmd,Il4,Itga7,Lama2,Lamb1,Ldb1,Ldb3,Mstn,Myh1,Myh4,Myh7,Myh8,Nbr1,Neb,Nid1,Nid2,Tmod4,Tpm2,Ttn,Myf5,Myf6,Myod1,Myog,Six1,Six4,Pax3,Pax7,Adam12,Arhgap26,Cav3,Cdh15,Cmklr1,Cxcr4,Dll1,Dock1,Dock5,Flnc,Il4ra,Iqsec1,Itga3,Mmp2,Mmp9,Mrc1,Myh14,Notch3,Nphs1,Olfr599,Pld1,Prkcq,Ptgir,Ptk2,Pxn,Sulf1,Trio,Washc1,Wipf1,Nppa,Nppb,Edn1,Gata4,Gata5,Mef2a,Mef2b,Mef2d,Popdc2,Chodl,Mylpf,Myl1,Ckm,Tcap,Myoz1,Pygm,Eno3,Thbs4"
Skeletal muscle,Satellite cells,"Pax7,Dmd,Cdh1,Erbb2,Pax3,Myf5,Cdh15,Cxcr4,Foxk1,Itga7,Tcf21,Isl1,Mesp1,Met,Calcr,Asb5,Srxn1,Bdkrb1,Cdcp1,Vcam1,Myod1,Sox8,Spry1,Cxcl1,Hmox1,Tnfrsf12a,Runx1,Barx2,Trim32,Mstn,Zfp423,Scrib,Nfatc2,Irf2,Bmi1,Six1,Hoxc10,Notch3,Heyl,Gal,Cav1"
Skin,Keratinocytes,"Flg,Kprp,Icam1,Ivl,Tgm1,Krt1,Krt5,Krt14,Krt16,Krt17,Lama5,Lcn2,Plec,Sprr1a,Sprr1b,Gjb3,Irf3,Lamc2,Sirt7,Ripk4,Rel,Il13ra1,Sgpp1,Pkp3,Pkp1,Anxa8,Trim29,Dsc3,Fst,Aqp3,Krt15,S100a14,Dmkn,Entpd2,Fgf5,Ngfr,Tfap2a,Lgals7,Cxcl1,Ccl2,Sfn,Krt10,Sbsn,Krt84,Krt36"
Skin,Langerhans cells,"Ache,Cd207,Ehf,Prkcb,Ahr,Gpnmb,Cd80,Tlr2,Tlr4,Tlr9,Ccr6,Defb3,Cldn1"
Skin,Melanocytes,"Ahr,Mc1r,Pmel,Ptgds,Slc45a2,Mlana,Mitf,Tyr,Tyrp1,Dct,Filip1l,Gpnmb,Loxl2,Zc3h7a,Slk,Serpinb1a,Dkk3,Ahnak2,Pax3,Trpm1,Ctns,Enpp1,Sox9,Bnc2,Men1,Pomc,Tfap2a,Rab38,Crabp1,Bmi1,Klc2,Il24,Tph2,Ppara,Ppard,Pparg,Prkca"
Skin,Merkel cells,"Chga,Krt20,Fli1,Gnai1,Vil1,Piezo2,Trpv4,Atoh1,Sox2,Ttf1,Pou4f3,Gfi1"
Skin,Sebocytes,"Camp,Ihh,Crhr1,Calca,F2rl1,Klf5,Exo1,Crh,Cdh1,Lta4h,Rdh12,Cebpa,Angptl4,Cyp24a1,Ptger2,Cnr2,Krt7,Srd5a2,Ffar2,Ffar3,Muc1,Hrh1"
Skin,Trichocytes,"Krt86,Dsg2,Krt81,Dsg4,Hoxc13"
Smooth muscle,Airway smooth muscle cells,"Nog,Acta2,Foxf1,Gata5"
Smooth muscle,Myoepithelial cells,"Sfn,Acta2,Cnn1,Mme,Cd109,Krt14,Krt17,Egfr,Serpinb5,Ngfr,Cdh3,Myh11,Fst,Actg2,Mdfi,Pxn,Lamb3,Lamc2,Grwd1,Sphk1,Smim3,Krt5,Mylk,Myl9"
Smooth muscle,Myofibroblasts,"Cdh11,Des,Palld,Acta2,Gfap,Tns1,Myl9,Tagln"
Smooth muscle,Pulmonary vascular smooth muscle cells,"Angpt1,Pdgfrb"
Smooth muscle,Smooth muscle cells,"Acta2,Cnn1,Hexim1,Tagln,Rgs5,Wfdc1,Notch3,Rprm,Des,Fhl2,Fbln5,Lox,Nf2,Angpt1,Crabp1,Myh11,Fabp4,Actc1,Ankrd1,Obscn,Pde4dip,Lmo7,Myh6,Nexn,Actg2,Mustn1,Sod3,Hspb6,Rrad,Lmod1,Itga1,Speg,Ehd2,Rbpms2,Map3k7cl,Slc38a11,Gja4,Kat2b,Lgr6,Msrb3,Akt2,Rasl12,Zbtb44,Wwp2,Sspn,Otud1,Fas,Vasn,Pdgfd,Smoc1,Aaed1,Aoc3,Sec24d,Kcnab1,Mylk4,Kif1c,Mrvi1,Jph2,Itga9,Kcnmb1,Nox4,Nov,Dmpk,Sh3bgr,Itga8,Tcf21,Adamdec1,Hhip,Mfap5,Spon2,Lamb2,Gjc1,Ackr3,Ogn,Smtn,Bgn,Myl9,Mylk,Pcp4l1,Sncg,Pln,Nrp2"
Smooth muscle,Vascular smooth muscle cells,"Acta2,Myh11,Pdgfrb,Sema3d,Tbx18,Wt1"
Thymus,Thymocytes,"Notch1,Cd38,Cxcr4,Tnf,Cd2,Cd4,Cd5,Cd8a,Il2ra,Cd69,Slamf1,Tagap,Ms4a4b,Ucp2,Tshr,Cd27,Cd28,Bcl6,Cidea"
Thyroid,Follicular cells,"Ttf1,Slc6a4,Kcnip3,Tshr,Tg,Iyd,Asgr1,Prlr,Tpo,Dio1,Slc26a7,Cdh16,Slc16a11,Foxe1"
Urinary bladder,Urothelial cells,"Trpv1,Nat1,Upk1b,Piezo1,Umodl1,Ivl,Slc14a1,Upk3a,Upk1a,Upk2,Upk3b"
Vasculature,Endothelial cells,"Pecam1,Icam1,Itgb3,Sele,Vcam1,Mcam,Procr,Tek,Flt4,Apln,Vwf,Nos3,Thbd,Plvap,Ackr1,Slco1c1,Tmem100,Adgrf5,Abcb1a,Abcg2,Podxl,Nostrin,Mfsd2a,Acvrl1,Aqp1,Mylk,Rasip1,Fli1,Tie1,Aplnr,Nrp2,Adamts1,Rprm,Fabp4,Gpihbp1,Fhl2,Lox,Klk1,Adora2a,Arap3,Arhgef15,Card10,Clec14a,Dll4,Esm1,Exoc3l,Gimap5,Gja4,Mmrn2,Notch4,Npr1,Prkch,Rasgrp3,Robo4,Scarf1,Sox18,Sox7,Spns2,Thsd1,Apold1,Emp1,Cd36,Rnase1,Ctgf,Hyal2,Clec4g,Gpr182,F8,Rbp7,Calcrl,Foxf1,Casz1,Aqp7,Tcf15,Cd300lg,Btnl9,Meox2,Erg,Hexim1,Glycam1,Cd55,Mmrn1,C7,Ramp3,Vegfc,Gja5,Hey1,Rnd1,Bdp1,Cd46,Meox1,Ccl19,Clca3a1,Madcam1,Cyp1b1,Irx3,Birc2,Lyve1,Sema3d,Slco1a4,Emcn,Wfdc1,Adgrl4,Vwa1,Ece1,Ptprb,Cldn5,Car4,Tbx1,Sema7a,Foxf2,Pdgfb,Ecscr,Elk3,Cdh5,Plec,Stab1,Tgfbr2,Cd93,Cxcl1,Ly6c1,Rgs5,Slc7a5,Eng,Kdr,Slc2a1,Egfl7,Flt1,Epas1,Ednrb,Kcnj8,Cd82,Chst1,Tspan8,Ets1,Cd34,Pdpn,Prox1,Ehd3,Ly6a,Ushbp1,Myf6,Oit3,Il1a,Bmp2,C1qtnf1,Pcdh12,Dpp4,Palmd,Postn,Bmx,Slc38a5,Xdh,Mgll,Slc9a3r2,Icam2,Mgp,Srpx,Cav1,Hspg2,Clec1b,Crhbp,Sgk1,Dnase1l3,Lifr,Cdkn1c,Inmt,Ptgds,Fam167b,Ltc4s,Stab2"
Vasculature,Endothelial cells (aorta),"Itga5,Tmtc2,Nr1d1,Hfe,Pkn3,Sult1a1,Tmtc1,She,Itgbl1,Grasp,Enpp4,Arhgef15,Tmem184b,Foxc2,Dhh,Dennd5b,Kazald1,Fgd5,Fas,Itgb4,Emilin1,Mical2,Nkx2-3,Stxbp6,Synpo,Atp2a3,Gimap4,Cmklr1,Itga9,Smad6,Efnb2,Lox,Fzd4,Ntn1,Npr1,Arl4d,Hey2,Hyal2,Fkbp7,Nxn,Pdia5,Aph1b,Gstt1,Sox18,Wbp1l,Lamb2,Chst12,P3h3,Klk10,Mall,Clec1a,Marveld1,Fam198b,Thbd,Nos3,Tns2,Atl2,Ackr3,Col4a4,Calcrl,Car8,Col4a3,Per3,Stab1,Cyp1b1,Ephx2,Klk8,Bace2,Bmp6,Adh1,H2-q6,Sulf1,Cpq,Pi16,Amigo2,Ptprj,Trim47,Lmcd1,Pde3a,Bmx,Procr,Smoc1,Cracr2b,Gja5,Bmp4,Sod3,Adh7,Pcolce2,Ptgis,Ace,Gxylt2,Gkn3,Cytl1,Ehd3"
Vasculature,Endothelial cells (blood brain barrier),"Abcg2,Gfap,Gpr37l1,Slc13a4,Slc19a1,Slc23a2,Slc38a3,Tnfrsf19,Tnfrsf21,Foxf2,Foxl2,Foxq1,Lef1,Ppard,Zfp551,Zic3,Alcam"
Vasculature,Pericytes,"Pecam1,Pdgfrb,Cspg4,Anpep,Acta2,Des,Rgs5,Abcc9,Kcnj8,Cd248,Dlk1,Tek,Notch3,Gli1,Icam1,Adm,Ang2,Angpt1,Vegfa,Zic1,Foxc1,Postn,Cox4i2,Lhfp,Higd1b,Pdzd2,Hsd11b1,Mcam,Mxra8,Pde5a,Nr1h3,Serping1,Emid1,Ecm1,Colec11,Rarres2,Rem1,Aspn,Cygb,Fabp4,Vtn,Steap4,Ndufa4l2,Slc38a11,Atp13a5,Aoc3,Angpt2,Inpp4b,Gpihbp1,Pth1r,Ifitm1,Tbx18,Nt5e,Alpl,Col1a1,Myo1b,Cog7,P2ry14,Heyl,Gnb4,Msx1,Ctgf"
Zygote,Embryonic stem cells,"Myc,Foxd3,Pou5f1,Fut4,Itga4,Cdh1,Abcg2,Podxl,Zic1,Prdm5,Ano6,Cdk8,Slc46a2,Zscan10,Kcnip3,Pcgf2,Nanog,Gal,Pitx2,Bcl3,Sall4,Dppa5a,Tdgf1,Hoxb5,Bnip3,Gjc1,Trim6,Pum2,Gjb4,Sox15,Utf1,Gjb1,Fbxo15,Pml,Thy1,Kit,Prom1,Pecam1,Itga6,Fzd1,Sox2,Zfp42,Zfx,Taf8,Hmga2,Nacc1,Nr6a1,Stat3,Lef1,L1td1,Gdf3,Dppa4,Dppa2,Dppa3,Smad1,Smad5,Smad9,Smad4,Smad2,Smad3,Ctnnb1,Hhex,Esrrb,Dnmt3b,Piwil1,Piwil2,Piwil4,Lifr,Il6st,Zscan4d"
